Category,Message
ham,Still in the area of the restaurant. Ill try to come back soon
ham,what I meant to say is cant wait to see u again getting bored of this bridgwater banter
ham,Will you be here for food
spam,"URGENT! Your mobile No 07xxxxxxxxx won a £2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP! BOX97N7QP, 150PPM"
ham,Hi.:)technical support.providing assistance to us customer through call and email:)
ham,My darling sister. How are you doing. When's school resuming. Is there a minimum wait period before you reapply? Do take care
ham,"Gumby's has a special where a  &lt;#&gt; "" cheese pizza is $2 so I know what we're doin tonight"
ham,SERIOUSLY. TELL HER THOSE EXACT WORDS RIGHT NOW.
ham,Oh... Lk tt den we take e one tt ends at cine lor... Dun wan yogasana oso can...
ham,"Yeah, probably here for a while"
ham,Oh yes I can speak txt 2 u no! Hmm. Did u get  email?
ham,Shall i get my pouch?
ham,"Tyler (getting an 8th) has to leave not long after 9, can you get here in like an hour?"
ham,"When you get free, call me"
ham,Today my system sh get ready.all is well and i am also in the deep well
ham,U calling me right? Call my hand phone...
ham,"Uncle G, just checking up on you. Do have a rewarding month"
ham,"I prefer my free days... Tues, wed, fri oso can... Ü ask those workin lor..."
ham,One small prestige problem now.
ham,I accidentally deleted the message. Resend please.
ham,"Ok that would b lovely, if u r sure. Think about wot u want to do, drinkin, dancin, eatin, cinema, in, out, about... Up to u! Wot about ?"
ham,"Thank You for calling.Forgot to say Happy Onam to you Sirji.I am fine here and remembered you when i met an insurance person.Meet You in Qatar Insha Allah.Rakhesh, ex Tata AIG who joined TISSCO,Tayseer."
ham,"Gal n boy walking in d park. gal-can i hold ur hand? boy-y? do u think i would run away? gal-no, jst wana c how it feels walking in heaven with an prince..GN:-)"
ham,Yeah I can still give you a ride
ham,Go where n buy? Juz buy when we get there lar.
ham,Ok... Take ur time n enjoy ur dinner...
ham,"Sorry sir, i will call you tomorrow.  senthil.hsbc"
ham,That means get the door
ham,Where did u go? My phone is gonna die you have to stay in here
ham,I meant middle left or right?
ham,Did you catch the bus ? Are you frying an egg ? Did you make a tea? Are you eating your mom's left over dinner ? Do you feel my Love ?
ham,See? I thought it all through
spam,Welcome! Please reply with your AGE and GENDER to begin. e.g 24M
spam,We tried to call you re your reply to our sms for a video mobile 750 mins UNLIMITED TEXT + free camcorder Reply of call 08000930705 Now
ham,Reverse is cheating. That is not mathematics.
ham,"One of best dialogue in cute reltnship..!! ""Wen i Die, Dont Come Near My Body..!! Bcoz My Hands May Not Come 2 Wipe Ur Tears Off That Time..!Gud ni8"
ham,Wat r u doing now?
ham,Havent stuck at orchard in my dad's car. Going 4 dinner now. U leh? So r they free tonight?
spam,"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a £1500 Bonus Prize, call 09066364589"
ham,"Oops - am at my mum's in somerset... Bit far! Back tomo, see you soon x"
ham,Can you call me plz. Your number shows out of coveragd area. I have urgnt call in vasai &amp; have to reach before 4'o clock so call me plz
ham,Mum ask ü to buy food home...
ham,"Hi, can i please get a  &lt;#&gt;  dollar loan from you. I.ll pay you back by mid february. Pls."
ham,"Oh yes, why is it like torture watching england?"
ham,Thankyou so much for the call. I appreciate your care.
ham,Ok.
ham,"Cool, want me to go to kappa or should I meet you outside mu"
spam,Sorry! U can not unsubscribe yet. THE MOB offer package has a min term of 54 weeks> pls resubmit request after expiry. Reply THEMOB HELP 4 more info
ham,I tot it's my group mate... Lucky i havent reply... Wat time do ü need to leave...
ham,TELL HER I SAID EAT SHIT.
ham,Oh oh... Wasted... Den muz chiong on sat n sun liao...
ham,Please reserve ticket on saturday eve from chennai to thirunelvali and again from tirunelvali to chennai on sunday eve...i already see in net..no ticket available..i want to book ticket through tackle ..
ham,Watching ajith film ah?
ham,I got to video tape pple type in message lor. U so free wan 2 help me? Hee... Cos i noe u wan 2 watch infernal affairs so ask u along. Asking shuhui oso.
ham,:)
ham,I am waiting machan. Call me once you free.
spam,Ur balance is now £500. Ur next question is: Who sang 'Uptown Girl' in the 80's ? 2 answer txt ur ANSWER to 83600. Good luck!
ham,hanks lotsly!
ham,MAYBE IF YOU WOKE UP BEFORE FUCKING 3 THIS WOULDN'T BE A PROBLEM.
ham,"When you just put in the + sign, choose my number and the pin will show. Right?"
ham,Why did I wake up on my own &gt;:(
ham,Never blame a day in ur life. Good days give u happiness. Bad days give u experience. Both are essential in life! All are Gods blessings! good morning.:
ham,Ok. So april. Cant wait
ham,Probably gonna swing by in a wee bit
ham,Ok... Sweet dreams...
spam,"Bored of speed dating? Try SPEEDCHAT, txt SPEEDCHAT to 80155, if you don't like em txt SWAP and get a new chatter! Chat80155 POBox36504W45WQ 150p/msg rcd 16"
ham,S now only i took tablets . Reaction morning only.
ham,How do you plan to manage that
ham,In meeting da. I will call you
ham,No. I meant the calculation is the same. That  &lt;#&gt; units at  &lt;#&gt; . This school is really expensive. Have you started practicing your accent. Because its important. And have you decided if you are doing 4years of dental school or if you'll just do the nmde exam.
ham,Are you still getting the goods.
ham,Eat jap done oso aft ur lect wat... Ü got lect at 12 rite...
spam,T-Mobile customer you may now claim your FREE CAMERA PHONE upgrade & a pay & go sim card for your loyalty. Call on 0845 021 3680.Offer ends 28thFeb.T&C's apply
ham,"Lol you forgot it eh ? Yes, I'll bring it in babe"
ham,You call times job today ok umma and ask them to speed up
ham,I cant keep talking to people if am not sure i can pay them if they agree to price. So pls tell me what you want to really buy and how much you are willing to pay
ham,No I'm in the same boat. Still here at my moms. Check me out on yo. I'm half naked.
ham,Its good to hear from you
ham,do u think that any girl will propose u today by seing ur bloody funky shit fucking face...............asssssholeeee................
ham,Jus finished avatar nigro
ham,"Its ok chikku, and its my 1 of favourite song..:-)"
ham,"1.20 that call cost. Which i guess isnt bad. Miss ya, need ya, want ya, love ya"
ham,Easy ah?sen got selected means its good..
ham,Dear umma she called me now :-)
ham,Got meh... When?
ham,Of course. I guess god's just got me on hold right now.
spam,"Someone has contacted our dating service and entered your phone becausethey fancy you! To find out who it is call from a landline 09058098002. PoBox1, W14RG 150p"
ham,E admin building there? I might b slightly earlier... I'll call u when i'm reaching...
ham,"Nothing, i got msg frm tht unknown no.."
ham,I was gonna ask you lol but i think its at 7
ham,K..i deleted my contact that why?
ham,Kinda. First one gets in at twelve! Aah. Speak tomo
spam,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08718726970 NOW! Only 10p per min. BT-national-rate"
ham,Uhhhhrmm isnt having tb test bad when youre sick
ham,"Thanx. Yup we coming back on sun. Finish dinner going back 2 hotel now. Time flies, we're tog 4 exactly a mth today. Hope we'll haf many more mths to come..."
spam,Ringtone Club: Get the UK singles chart on your mobile each week and choose any top quality ringtone! This message is free of charge.
ham,OH FUCK. JUSWOKE UP IN A BED ON A BOATIN THE DOCKS. SLEPT WID 25 YEAR OLD. SPINOUT! GIV U DA GOSSIP L8R. XXX
ham,"Ya they are well and fine., BBD(pooja) full pimples..even she become quite black..and ur rite here its too cold, wearing sweatter.."
ham,And miss vday the parachute and double coins??? U must not know me very well...
spam,GENT! We are trying to contact you. Last weekends draw shows that you won a £1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm
ham,Oh ok wait 4 me there... My lect havent finish
ham,Oh shut it. Omg yesterday I had a dream that I had 2 kids both boys. I was so pissed. Not only about the kids but them being boys. I even told mark in my dream that he was changing diapers cause I'm not getting owed in the face.
ham,Pls dont restrict her from eating anythin she likes for the next two days.
ham,I know a few people I can hit up and fuck to the yes
spam,"Fantasy Football is back on your TV. Go to Sky Gamestar on Sky Active and play £250k Dream Team. Scoring starts on Saturday, so register now!SKY OPT OUT to 88088"
ham,Moji just informed me that you saved our lives. Thanks.
ham,Hmm...my uncle just informed me that he's paying the school directly. So pls buy food.
ham,Yes.he have good crickiting mind
spam,Call FREEPHONE 0800 542 0578 now!
ham,"No I'm good for the movie, is it ok if I leave in an hourish?"
ham,Your right! I'll make the appointment right now.
ham,Ok that's great thanx a lot.
ham,"Just making dinner, you ?"
ham,"I don't have anybody's number, I still haven't thought up a tactful way to ask alex"
ham,Are you plans with your family set in stone ?
spam,"Hello from Orange. For 1 month's free access to games, news and sport, plus 10 free texts and 20 photo messages, reply YES. Terms apply: www.orange.co.uk/ow"
ham,Yeh. Indians was nice. Tho it did kane me off a bit he he. We shud go out 4 a drink sometime soon. Mite hav 2 go 2 da works 4 a laugh soon. Love Pete x x
ham,"Doing nothing, then u not having dinner w us?"
ham,"Don't worry though, I understand how important it is that I be put in my place with a poorly thought out punishment in the face of the worst thing that has ever happened to me. Brb gonna go kill myself"
ham,Erm. I thought the contract ran out the4th of october.
ham,We got a divorce. Lol. She.s here
ham,"Waqt se pehle or naseeb se zyada kisi ko kuch nahi milta,Zindgi wo nahi he jo hum sochte hai Zindgi wo hai jo ham jeetey hai.........."
ham,U R THE MOST BEAUTIFUL GIRL IVE EVER SEEN. U R MY BABY COME AND C ME IN THE COMMON ROOM
ham,Great! I have to run now so ttyl!
ham,"Just arrived, see you in a couple days &lt;3"
ham,"Don't worry, * is easy once have ingredients!"
ham,Mind blastin.. No more Tsunamis will occur from now on.. Rajnikant stopped swimming in Indian Ocean..:-D
ham,"swhrt how u dey,hope ur ok, tot about u 2day.love n miss.take care."
spam,Tone Club: Your subs has now expired 2 re-sub reply MONOC 4 monos or POLYC 4 polys 1 weekly @ 150p per week Txt STOP 2 stop This msg free Stream 0871212025016
spam,Would you like to see my XXX pics they are so hot they were nearly banned in the uk!
ham,The guy did some bitching but I acted like i'd be interested in buying something else next week and he gave it to us for free
spam,"U've been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday valued at £350! Dial 08712300220 to claim - National Rate Call. Bx526, SW73SS"
ham,"sorry, no, have got few things to do. may be in pub later."
ham,Hi:)cts employee how are you?
ham,Understand. his loss is my gain :) so do you work? School?
spam,"Got what it takes 2 take part in the WRC Rally in Oz? U can with Lucozade Energy! Text RALLY LE to 61200 (25p), see packs or lucozade.co.uk/wrc & itcould be u!"
ham,Most of the tiime when i don't let you hug me it's so i don't break into tears.
ham,When is school starting. Where will you stay. What's the weather like. And the food. Do you have a social support system like friends in the school. All these things are important.
ham,No we sell it all so we'll have tons if coins. Then sell our coins to someone thru paypal. Voila! Money back in life pockets:)
ham,on hen night. Going with a swing
spam,Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674&
